CLAVE_UNICA,NOM_LOC,POBTOT,SCORE_REZAGO,GRADO_REZAGO
204260014,San Isidro Buenavista,361,7.8593978025,Medio
204260015,Río Hondo,186,8.5275935024,Medio
204260016,El Manzanito,921,8.3177421099,Medio
204260017,Corral de Piedra,152,8.5877618925,Medio
204260019,Los Sabinos,157,7.7588797302,Medio
204260021,Tierra Caliente Tepantepec,251,7.3662129929,Medio
204260022,Buena Vista Estetla,81,7.409453331,Medio
204260023,Río Contreras,222,7.9196204455,Medio
204260024,El Carrizal Tepantepec,491,7.0564165769,Bajo
204260025,San Juan Ayllu Tepantepec,195,7.3076787131,Medio
204260026,Morelos Uno Tepantepec,222,7.053474852,Bajo
204260027,Mano de León Tepantepec,70,6.8453750418,Bajo
204260028,El Progreso Estetla,141,8.0634640618,Medio
204260029,Peña de Letra Tepantepec,255,6.6069487372,Bajo
204260030,Cerro de Águila,126,7.4173557894,Medio
204260031,Llano Verde,113,7.3055704291,Medio
204260033,Pie del Cerro Pelón (Centro),115,8.2792945469,Medio
204260035,Cañada de Espina,121,7.3651359888,Medio
204260036,Cerro de Águila Tepantepec,275,7.7269134488,Medio
204260037,El Mamey Tepantepec,171,6.426509359,Bajo
204270001,Santa María Petapa,2391,10.6878390606,Alto
204270002,Buenavista,835,11.2802577177,Alto
204270003,Guivisía,974,9.9166901615,Alto
204270004,El Paraíso,425,10.4069158723,Alto
204270005,La Paz,316,10.8623380992,Alto
204270006,La Princesa (El Polvorín),144,9.8505033177,Alto
204270007,Septune,313,11.2901897692,Alto
204270008,La Unión,155,10.5436941205,Alto
204270010,Rincón Viejo,2638,11.4899950057,Alto
204270013,Barreña,578,9.8897080814,Alto
204270017,Arroyo Bacui,7,9.7307050157,Alto
204270019,Nuevo Progreso,223,11.4155812971,Alto
204270021,El Privilegio,80,11.024334317,Alto
204270024,Barrio Nuevo,208,11.3150689493,Alto
204270025,El Bajío,1799,10.8998020739,Alto
204270026,Las Flores,1123,8.8542558841,Medio
204270027,Hidalgo Norte,702,10.9100804182,Alto
204270028,Hidalgo Sur,278,11.1121005083,Alto
204270029,Lázaro Cárdenas,436,10.7923823617,Alto
204270030,Las Lomitas,194,10.5666243576,Alto
204270031,Llano Suchiapa,2626,11.0525366972,Alto
204270032,San Bartolo,244,7.942074761,Medio
204280001,Santa María Quiegolani,998,10.2912255446,Alto
204280002,San José Quianitas,456,9.4283278895,Medio
204280003,Santiago Quiavigoló,523,7.8018397574,Medio
204280004,San Andrés Tlahuilotepec,222,9.1461788303,Medio
204280005,El Tejón,25,2.1882789295,Bajo
204290001,Santa María Sola,594,10.5632356782,Alto
204290004,Santa Rosa Matagallinas,608,8.3498075438,Medio
204290005,Texcoco,170,9.954115325,Alto
204290008,El Sabino,35,10.6688921888,Alto
204290009,Tierra Blanca,16,10.0800612474,Alto
204290010,Colón,44,11.0911754596,Alto
204290012,La Rosa,47,7.1309329278,Bajo
204300001,Santa María Tataltepec,306,10.090564882,Alto
204300002,Cerro San Marcos,11,9.7081595137,Alto
204310001,Santa María Tecomavaca,1620,11.3078241823,Alto
204310002,Buena Vista,160,8.466686149,Medio
204310004,Santiago el Viejo,21,6.0088831087,Bajo
204310005,El Recibimiento,10,8.999933797,Medio
204310006,La Tunera,19,8.7930028563,Medio
204320001,Santa María Temaxcalapa,903,10.3713833915,Alto
204330001,Santa María Temaxcaltepec,1466,7.391879718,Medio
204330002,La Soledad (La Arena),140,8.1077295276,Medio
204330003,Cañada de Guadalupe,657,7.8403622519,Medio
204330005,Las Delicias,111,9.7676111035,Alto
204330008,San José Pie del Cerro,320,7.0498593576,Bajo
204340001,Santa María Teopoxco,670,8.8320152099,Medio
204340002,Villa Nueva,525,9.3229850053,Medio
204340003,Altamira,96,7.978529805,Medio
204340004,Cinco Flores,87,8.0618501694,Medio
204340005,San José Chiapas,72,8.0823390509,Medio
204340006,Los Duraznos,130,8.3599206361,Medio
204340009,Tecuanapam,506,7.9082315344,Medio
204340011,Huitztla,44,7.6951078658,Medio
204340012,Tenantitlán,19,8.7050379326,Medio
204340013,Ayacuautla,224,8.0218108954,Medio
204340014,Tepetitlán,265,7.6885496635,Medio
204340016,San Nicolás,180,7.628122793,Medio
204340018,Tepec,96,7.5806931614,Medio
204340019,Cerro de las Plumas (Ihuitepec),70,8.5134786766,Medio
204340020,Loma Alta,101,8.0782632351,Medio
204340021,Francisco I. Madero,96,8.8087406149,Medio
204340022,Buena Vista,126,8.695392848,Medio
204340024,Vista Hermosa (Xonotla),50,9.4077332666,Medio
204340026,Mazatlán,61,7.912987974,Medio
204340027,Huatlatzinco,7,7.275668193,Medio
204340028,Cosahuicahuatla,68,7.6509260879,Medio
204340031,Santa Cruz Ocotzocuautla,104,7.7202248332,Medio
204340032,Titiotla,81,9.0826709491,Medio
204340033,Barrio Escondido,56,7.2936539468,Medio
204340034,Exotitlán,15,7.9564707014,Medio
204340035,Tzicastlán,17,7.1442037695,Bajo
204340036,Plan de Guadalupe,13,10.2713131126,Alto
204340037,Guadalupe Victoria,196,7.975655416,Medio
204350001,Santa María Tepantlali,1342,8.4842596269,Medio
204350002,Cerro Costoche,253,7.4550799125,Medio
204350003,Cerro Campana,187,6.3795101563,Bajo
204350004,Llano Quiotal,84,6.4134978004,Bajo
204350005,Mosquito Blanco,564,7.1837139644,Bajo
204350006,Orilla del Mar,162,6.3750719539,Bajo
204350007,Piedra Cruz,77,4.875587817,Bajo
204350008,Río Tejón,22,6.2493289664,Bajo
204350009,Encino Colorado (Río Ocotal),68,6.9596468663,Bajo
204350010,Xambao (Colonia Revolución),718,8.5594097455,Medio
204350012,Culebrón,21,8.0908724765,Medio
204350013,Río Paloma,78,4.894199423,Bajo
204360001,Santa María Texcatitlán,882,7.8332109963,Medio
204360005,El Mirador,10,5.2749447237,Bajo
204370001,Santa María Tlahuitoltepec,3525,9.6257650957,Alto
204370002,Flores,456,6.9059021751,Bajo
204370003,Nejapa,298,6.8851177829,Bajo
204370005,Santa Cruz,531,7.528257075,Medio
204370006,Tejas,619,7.6011350714,Medio
204370008,Santa María Yacochi,807,8.3984263223,Medio
204370009,El Frijol,132,6.2683252923,Bajo
204370010,Juquila (Metal Grande),53,6.3642003949,Bajo
204370011,Santa Ana,525,8.4062272019,Medio
204370012,Mosca,116,5.4775178797,Bajo
204370013,Guadalupe Victoria,543,7.3542239572,Medio
204370015,Metate,64,5.4546661023,Bajo
204370017,Patio Arenal,5,3.5689847121,Bajo
204370018,Laguna,45,5.3819499752,Bajo
204370019,Magueyal,228,6.2831477135,Bajo
204370022,Escobilla (Rancho Guadalupe),38,5.3870199817,Bajo
204370023,Red,347,7.0482964921,Bajo
204370024,Esquipulas (Zempoalsúchitl),16,5.7165266544,Bajo
204370025,Aguilucho,38,6.4000087795,Bajo
204370026,Carrizal,133,6.379694008,Bajo
204370027,Chilar,78,6.0237369063,Bajo
204370028,Piedra Redonda,132,5.7280831941,Bajo
204370029,Carbón,86,5.8165286618,Bajo
204370030,Salinas,10,7.0114925628,Bajo
204370031,Lagartija,10,4.7823557175,Bajo
204370032,Paloma (Päjk'nëëäm),34,6.2519522542,Bajo
204370033,Chorra Vista,84,5.8619442364,Bajo
204370035,Arroyo Frijol,61,5.9653895243,Bajo
204370036,Barrio Santuario,150,8.7132174021,Medio
204370037,Kupetsy Jem,167,8.42505126,Medio
204370038,Barrio Juquilita,66,8.7885292106,Medio
204370039,Barrio San Lucas,151,8.8311511285,Medio
204370040,El Crucero,47,8.0640994221,Medio
204370042,Cerecillo,58,6.6254241511,Bajo
204380001,Santa María Tlalixtac,980,9.9587375295,Alto
204380002,Tlalixtac Viejo,492,8.13823933,Medio
204380005,El Palmar,133,7.9244820456,Medio
204380006,Loma de Hielo,18,9.0338591003,Medio
204380007,Peña Prieta,28,9.5049110873,Medio
204380010,Tianguisco,45,9.6433072201,Alto
204380012,La Ciénega,66,9.1736169264,Medio
204380013,Arroyo Aguacate,33,9.5751877517,Medio
204380015,Agua Tijera,37,7.5974257548,Medio
204390001,Santa María Tonameca,1923,10.9055302608,Alto
204390002,Agostadero,147,9.1007090912,Medio
204390005,San Bernardino,835,8.7251976287,Medio
204390006,Cerro Gordo,563,8.7412539635,Medio
204390009,El Coco,205,10.8260073117,Alto
204390010,Chacahua,148,10.0550960371,Alto
204390013,Escobilla,401,10.3365150134,Alto
204390015,Macahuite,465,9.7901357852,Alto
204390016,Mazunte,651,11.5915631253,Alto
204390022,Pueblo Viejo,273,7.1640620353,Bajo
204390023,El Regadillo,110,8.2290764902,Medio
204390024,San Francisco Cozoaltepec,2645,9.8215872522,Alto
204390025,San Isidro del Palmar,758,10.6463941897,Alto
204390026,San Juanito o la Botija,884,8.6842266365,Medio
204390027,El Trapiche,88,8.406987825,Medio
204390029,Valdeflores,450,8.4252725338,Medio
204390030,El Venado,241,10.7870324701,Alto
204390031,El Zapote,310,8.8444122429,Medio
204390033,San Antonio,813,10.5829144445,Alto
204390034,Rincón Alegre,566,10.166858182,Alto
204390035,Cuatode,338,8.8831852489,Medio
204390036,Cuarto,289,8.2949426613,Medio
204390042,Frutilla,229,7.6633895857,Medio
204390053,El Popoyote,127,7.9030448442,Medio
204390056,Villa Unión,285,9.7080613232,Alto
204390060,La Culebra [Barrio],86,8.9205566501,Medio
204390061,Lagartero,95,9.3316435106,Medio
204390062,La Laguna del Palmar,130,10.6383397247,Alto
204390063,Llano Grande,218,10.5182196549,Alto
204390066,Palma Larga,398,8.9304584812,Medio
204390067,Paso Lagarto,245,8.9774426398,Medio
204390068,Paso las Garzas,171,8.1520277665,Medio
204390069,Paso Ocote,304,7.868105787,Medio
204390070,La Florida,288,11.4468941172,Alto
204390074,La Barra del Potrero,335,10.343206623,Alto
204390075,El Carnero,46,9.3296705966,Medio
204390077,Cerro la Cruz,174,8.6187456026,Medio
204390080,Charco de Agua,312,6.7059456131,Bajo
204390081,El Gavilán,12,3.4131116392,Bajo
204390082,El Nanchal (San José el Nanchal),91,8.1505845539,Medio
204390085,Piedra Ancha,136,7.4008771917,Medio
204390086,San Juan Piedras Negras,372,9.0074892137,Medio
204390087,Piedra Sepultura Miramar,180,7.0969416759,Bajo
204390089,La Reforma,397,10.8804986891,Alto
204390090,Rincón Bonito,277,7.7157819602,Medio
204390091,San Agustinillo,267,11.064355008,Alto
204390092,Santa Elena el Tule,786,10.8314989265,Alto
204390093,El Tecomate,160,7.5380275435,Medio
204390095,El Tule,55,9.4684413859,Medio
204390096,Yerba Santa,299,7.4236390889,Medio
204390097,El Zapotal,91,10.9305182577,Alto
204390098,Soluche,154,8.9981907804,Medio
204390100,Arroyo la Puerta,47,8.2344625208,Medio
204390101,El Parral,31,5.7686376843,Bajo
204390102,Guapinole,250,9.1477228174,Medio
204390103,Tilzapote,230,9.2576927227,Medio
204390104,Juana Boquita,251,8.5210392286,Medio
204390105,La Oscurana,211,8.392882422,Medio
204390106,Lagunilla,61,8.7253836527,Medio
204390107,Yonguina,103,6.928731218,Bajo
204390108,El Chilar,56,8.2803402159,Medio
204390109,El Tigrero,324,7.2111396716,Medio
204390112,Unión del Palmar,84,8.699343845,Medio
204390113,Soluta,98,8.8813105766,Medio
204390114,La Anona,112,7.319161011,Medio
204390116,Las Pilas,150,9.6956388387,Alto
204390117,Arroyo Arena,98,7.2802394357,Medio
204390118,Ventanilla,129,10.6537350912,Alto
204390120,Arroyo Tres,278,11.1251525837,Alto
204390121,Puente Escondido,48,8.1923827662,Medio
204390125,Los Ciruelos,151,8.6070419627,Medio
204390126,El Paraíso,115,7.8922735823,Medio
204390127,San Isidro (Infiernillo),261,6.6793314972,Bajo
204390128,La Crucecita,59,8.4983100859,Medio
204390130,Agua Dulce,93,6.8595624088,Bajo
204390131,Agua Blanca,218,9.5284253343,Medio
204390134,El Limón,142,8.17064315,Medio
204390135,San José,164,9.4888589697,Medio
204390136,San Martín,67,9.8678073069,Alto
204390138,La Unión,84,9.4989845791,Medio
204390139,Barranca Honda,93,4.9335893122,Bajo
204390140,El Calvario,95,6.4369200069,Bajo
204390141,Linda Vista,34,8.3496286042,Medio
204390142,La Rivera,260,8.2785670694,Medio
204390143,Villa Nueva,92,7.0978185886,Bajo
204390144,Barrio de la Cruz,121,7.6062910586,Medio
204390145,Linda Vista,22,11.1443233226,Alto
204390146,Paso Zanate,125,8.3812589876,Medio
204390147,El Macuil,76,8.501424934,Medio
204390148,La Soledad los García,57,8.8276826922,Medio
204390149,El Progreso Cozoaltepec (El Progreso),34,9.3917239354,Medio
204390150,El Samaritan Tonameca,169,9.5298654128,Medio
204390151,Vainilla Tonameca,116,9.1326762995,Medio
204390152,El Manantial,72,9.8138420541,Alto
204390153,Tierra Nueva,128,10.4881706114,Alto
204390154,El Manzano,22,9.0429916867,Medio
204390155,San Luis [Villa],24,10.9643031648,Alto
204390156,Arroyo Chelia,53,5.0996811208,Bajo
204390157,Taraguntin,16,4.4049038651,Bajo
204400001,Santa María Totolapilla,812,10.1749329141,Alto
204410001,Santa María Xadani,8632,9.9503149126,Alto
204410007,Los Martínez,133,9.9186114282,Alto
204410016,Binu Gada [Colonia],30,10.0958946039,Alto
204410023,Colonia 10 de Mayo,151,9.1932684712,Medio
204410040,Las Palmas,136,10.8575221896,Alto
204410041,Nueva Vida [Colonia],86,9.0916609968,Medio
204410042,La Soledad [Colonia],16,9.685439779,Alto
204420001,Santa María Yalina,250,10.351353721,Alto
204430001,Santa María Yavesía,434,11.4541514666,Alto
204440001,Santa María Yolotepec,306,10.2150268742,Alto
204440002,Cerro Negro,129,9.2153702569,Medio
204440004,San José del Río Colorado,34,8.5521767332,Medio
204440009,Tianducui,5,7.2247827977,Medio
204450001,Santa María Yosoyúa,219,10.2672729704,Alto
204450002,Buenavista,602,8.7696611233,Medio
204450003,Guadalupe Yosoyúa,399,8.7331838308,Medio
204450004,Santa Cruz,403,9.3943623387,Medio
204450006,Río Grande,76,9.5362833665,Medio
204460001,Santa María Yucuhiti,299,10.2411040282,Alto
204460002,Guadalupe Buenavista,389,9.2471201485,Medio
204460003,Miramar,342,9.5712713332,Medio
204460004,San Felipe de Jesús Pueblo Viejo,319,8.4823937958,Medio
204460005,Reyes Llano Grande,216,9.8493276202,Alto
204460006,San Isidro Paz y Progreso,233,10.887070761,Alto
204460007,Yosonicaje,268,8.2429030466,Medio
204460008,Zaragoza,299,9.6456449578,Alto
204460009,La Soledad Caballo Rucio,208,9.0563646949,Medio
204460010,Arriba de Alazán,70,7.9114637757,Medio
204460011,Abajo de Alazán,43,10.206204795,Alto
204460012,Carrizalillo,86,9.2675735941,Medio
204460013,Escalerilla I,55,8.8665213461,Medio
204460014,Escalerilla II,55,8.5100939712,Medio
204460015,La Esperanza,53,10.2558469449,Alto
204460016,Nuu Itun Pueblo Viejo,68,7.9996710669,Medio
204460017,Kava Kuijin,48,8.2242795521,Medio
204460018,Mini Ichí,62,8.5829700076,Medio
204460019,Loma Grande,18,8.2172760363,Medio
204460020,Llano el Triunfo,102,7.7830015293,Medio
204460021,Llano San Miguel,58,9.967935216,Alto
204460022,12 de Mayo,76,8.7333197384,Medio
204460023,El Mirador,119,8.1246414208,Medio
204460024,Ojo de Agua Miramar,47,10.2913022618,Alto
204460025,Paraje Viejo,88,8.9934551054,Medio
204460026,Peña Flor,98,8.8699693544,Medio
204460027,La Primavera,70,8.9376849174,Medio
204460028,Rancho Nuevo,159,8.3826226488,Medio
204460029,Yata Kava,84,7.8924229144,Medio
204460030,Tunuhu,99,8.3893226663,Medio
204460031,Tutin-Ka'ñi,45,8.8149485876,Medio
204460032,Unión y Suspiro,191,8.8095686147,Medio
204460033,La Y,87,9.7019467222,Alto
204460034,Yucu Iyo,25,6.7416722972,Bajo
204460035,Yatayuku,52,7.7405983386,Medio
204460036,Yute Yuvi,192,8.3731348372,Medio
204460037,Shinicuiti Loma Angosta (Shinicuiti),28,10.2735343753,Alto
204460038,Chapultepec Zaragoza,60,9.0211109182,Medio
204460040,Siki Kava,33,11.0365111924,Alto
204460041,Agua Colorada,53,10.1436573599,Alto
204460042,Tierra Azul,44,9.2466201883,Medio
204460043,Guayabal,21,8.8474889937,Medio
204460044,La Hierba Santa,33,8.8916325951,Medio
204460045,Linda Vista,49,8.6136382272,Medio
204460046,Mal Paso,110,10.1746397496,Alto
204460047,Cabacaya,44,8.851117467,Medio
204460048,Las Trancas,15,9.2556709686,Medio
204460049,Loma Hilarión,21,9.5211396719,Medio
204460050,Ojo de Agua,26,10.033465551,Alto
204460051,Yuvi viyu,21,8.045467609,Medio
204460052,Peña Blanca,67,9.1162016433,Medio
204460053,Nuu Itún,33,8.3162980519,Medio
204460054,Vista Alegre,18,10.242545227,Alto
204460055,Desbarrancadero,21,9.2057455975,Medio
204460056,Tres Cruces,26,8.5960440054,Medio
204460057,El Pedregal,42,9.3200059648,Medio
204460058,Los Pinos,38,7.5357490838,Medio
204460059,Loma Bonita,84,9.4636207218,Medio
204460060,Tierra Amarilla,112,10.5383360585,Alto
204460061,La Cruz Pueblo Viejo,10,10.3122231436,Alto
204460062,Tuun Teyu,42,10.0727237117,Alto
204460064,La Cruz,138,9.1688493892,Medio
204460065,Fresnillo,68,8.2333671327,Medio
204460066,Yuvi Tuan,18,8.7421448847,Medio
204470001,Santa María Zacatepec,5961,10.5403947667,Alto
204470002,Aquiles Serdán,586,9.6067527357,Alto
204470003,San Felipe Atotonilco,541,10.1043226279,Alto
204470004,San Juan Cabeza del Río,1510,9.756212425,Alto
204470007,Coyul Grande,293,9.8081544932,Alto
204470009,La Culebra,433,9.6938707504,Alto
204470010,Guadalupe,421,10.3330319824,Alto
204470011,Santiago Llano Grande,813,10.8120867061,Alto
204470013,San Marcos Nejapa,228,9.9206972396,Alto
204470014,Las Palmas,104,5.946559307,Bajo
204470016,San Antonio Zaragoza,308,9.410173872,Medio
204470017,San Isidro Amatitlán,421,10.5548179927,Alto
204470018,San Juan Viejo,216,9.1419393444,Medio
204470019,San Miguel,143,9.99859387,Alto
204470021,San Vicente Piñas,1115,10.3829059401,Alto
204470023,El Tapanco,625,9.0070726617,Medio
204470024,Tres Arroyos,14,9.8314706154,Alto
204470029,Llano Chapultepec,171,8.8105090562,Medio
204470030,El Cuete,261,8.3915581762,Medio
204470031,Rancho San Pedro,186,9.3789533667,Medio
204470036,Santa Cruz Tutiahua,610,9.6998958719,Alto
204470038,El Coyulito,388,10.7579698558,Alto
204470040,Guadalupe Nuevo Centro,493,10.2313678667,Alto
204470042,El Rosario,789,10.446940566,Alto
204470043,Santa Cruz de Rufino Tamayo,125,9.8829478294,Alto
204470044,El Cangrejo,30,9.7430735584,Alto
204470046,Llano de la Viuda,33,8.2214987592,Medio
204470048,La Virgen,112,8.534425401,Medio
204470051,Atotonilco,21,9.4756692758,Medio
204470056,El Naranjo,13,10.8037266121,Alto
204470059,Limón Santa Ana [Barrio],87,10.0353385445,Alto
204470060,Santa Cecilia [Barrio],45,10.0613823641,Alto
204480001,Santa María Zaniza,1594,8.0011768632,Medio
204480002,San Ramón,133,9.1522529918,Medio
204480003,Atotonilco,293,7.4566070827,Medio
204480005,Tierra Colorada,350,7.678169374,Medio
204480008,San Isidro,46,6.8911470739,Bajo
204480009,Loma de Tlacuache,47,7.5374783529,Medio
204490001,Santa María Zoquitlán,1795,10.8044896195,Alto
204490002,Agua del Guaje,68,9.8251721121,Alto
204490003,Buena Vista,40,7.9149733958,Medio
204490004,Cañada Guichá,83,10.2604246288,Alto
204490005,Las Casas,136,9.7851615487,Alto
204490007,El Duraznillo,8,9.0856727367,Medio
204490012,Pino Suárez,23,9.2700157418,Medio
204490014,Río Seco,444,10.7324076188,Alto
204490019,El Gavilán,8,6.9262210116,Bajo
204490023,El Río Cabrito,20,6.6994990051,Bajo
204490024,La Chiviguu,39,10.1917698943,Alto
204490026,La Shishiga,10,9.7976065155,Alto
204490029,Candelaria Yegolé,144,9.3135955854,Medio
204490030,Piedras Negras,10,7.3525812695,Medio
204490031,Eoraguía,51,9.9650256321,Alto
204490033,El Aguacate,7,6.2361892278,Bajo
204490037,El Potrero,275,9.9739459338,Alto
204490043,Taquiche,84,10.8086380953,Alto
204490045,Barrio de la Paz,29,8.4511506434,Medio
204500001,Santiago Amoltepec,1444,8.5606696344,Medio
204500002,Barranca Cocida,453,6.033811643,Bajo
204500003,Barranca Honda,287,7.3129121915,Medio
204500004,Barranca Obscura,490,5.6901007996,Bajo
204500005,El Cocal,206,7.2225383589,Medio
204500007,Las Cuevas,392,6.6816206118,Bajo
204500008,El Huamúchil,423,6.6247062898,Bajo
204500009,La Soledad,384,5.5553880142,Bajo
204500010,La Independencia,138,6.3337703323,Bajo
204500011,Llano Nuevo,984,6.2628188293,Bajo
204500012,El Mamey,470,7.6497056504,Medio
204500013,La Mesilla,525,5.7936546249,Bajo
204500014,Piedra Liza,139,5.4010774916,Bajo
204500015,Piedra del Tambor,1046,6.3408670314,Bajo
204500016,Pueblo Viejo,394,5.9486381169,Bajo
204500017,Río Ciruelo,492,6.9402276485,Bajo
204500018,Barranca Rica,397,7.4326099911,Medio
204500020,Colonia de Jesús (La Cucaracha),600,6.170727556,Bajo
204500021,San José de las Flores,383,6.6508385794,Bajo
204500022,El Laurel,425,7.1702194796,Bajo
204500031,Llano Metate,113,5.9210393144,Bajo
204500032,Tierra Colorada,185,6.9400259188,Bajo
204500034,Llano Tigre,376,6.2354060091,Bajo
204500035,El Platanar,104,6.0060858299,Bajo
204500036,San Miguel Río Verde (La Tortuga),106,5.9914499692,Bajo
204500037,El Aguacate,178,7.3558586818,Medio
204500038,San Lorenzo el Zapote,248,6.6528372582,Bajo
204500039,La Lucerna,64,7.4305247726,Medio
204500040,Barranca Mapache,100,6.2152275987,Bajo
204500042,La Cofradía,196,6.5545733064,Bajo
204500044,Llano Verde,102,6.4341434199,Bajo
204500045,Llano Conejo (El Macahuite),51,6.6750152307,Bajo
204500046,San Isidro,195,6.0503980955,Bajo
204500047,Barranca Nueva,178,5.9360706412,Bajo
204500048,El Naranjo,82,6.1118567942,Bajo
204500049,Barranca Campeche,193,6.8609869199,Bajo
204500050,Las Barrancas,106,5.1354789252,Bajo
204500051,Llano Metate,44,4.689057429,Bajo
204500053,El Limoncillo,243,6.3138429499,Bajo
204500054,San Antonio,107,6.4739607817,Bajo
204500055,Santa María Naranjo,73,5.6959572707,Bajo
204500056,Xiniyuco,51,6.5835772867,Bajo
204500057,Recibimiento,80,6.163157614,Bajo
204500058,El Jicaral,128,5.9218861578,Bajo
204500059,Loma Larga (San Miguelito),95,6.6846023419,Bajo
204500060,San Juanito,139,6.653072188,Bajo
204500061,Unión Linda Vista,235,6.2238869652,Bajo
204510001,Santiago Apoala,270,8.8860359255,Medio
204510002,San Antonio Nduayaco,301,6.6546357808,Bajo
204510003,Tierra Colorada,84,7.0982950108,Bajo
204510005,Unión Palo Solo,61,7.4000983367,Medio
204510006,Unión Buena Vista (Yodocanit o Yodocani),116,6.1819731505,Bajo
204510007,Jazmín Morelos,184,8.0551284095,Medio
204520001,Santiago Apóstol,3821,8.8596867992,Medio
204520003,San Sebastián Ocotlán,520,8.4823256343,Medio
204520005,San Lucas,74,8.301421993,Medio
204530001,Santiago Astata,2222,10.1646527845,Alto
204530004,Zaachilac,209,8.8402177801,Medio
204530007,Zaachila,92,8.8471112214,Medio
204530009,Hualampamo,76,8.0912403136,Medio
204530010,La Tortolita [Fraccionamiento],89,10.5112384109,Alto
204530011,Barra de la Cruz,751,10.2234003761,Alto
204530012,Zimatán,477,8.9011279936,Medio
204540001,Santiago Atitlán,550,9.4976872068,Medio
204540002,Estancia de Morelos,561,9.4779642957,Medio
204540003,San Sebastián Atitlán,298,7.5311039331,Medio
204540004,El Rodeo,334,8.3926215824,Medio
204540006,El Potrero,362,7.1815718307,Bajo
204540007,Río Grande,74,6.2901314834,Bajo
204540008,Santa Cruz,198,8.3237349731,Medio
204540009,El Calvario,406,8.6850309564,Medio
204540010,Agua de Caña,61,7.2769822759,Medio
204540011,El Molino,154,7.243574655,Medio
204540012,El Platanar,8,6.476476349,Bajo
204540014,Resbaloso,14,6.6012681443,Bajo
204540015,Álamo,103,7.5748637684,Medio
204540016,Camino a la Telesecundaria,112,8.511535617,Medio
204540017,Santa Cecilia,33,6.6059993076,Bajo
204540018,Llano de Caña,15,7.1516015401,Bajo
204540020,Linda Vista,224,7.2055119585,Medio
204540021,El Tepejilote,41,8.4819342912,Medio
204550001,Santiago Ayuquililla,1449,10.5734024186,Alto
204550002,Guadalupe de Benito Juárez,153,9.2825157737,Medio
204550003,Santa Catarina Estancia,809,9.5632541155,Medio
204550004,Mogote Colorado (San Isidro),402,9.1489429468,Medio
204550005,Pájaro Madrugador (Santa Rosa),75,7.100146805,Bajo
204550007,Lindero Lodo Prieto,14,8.2476183783,Medio
204560001,Santiago Cacaloxtepec,1011,10.9170825392,Alto
204560002,Corral de Piedra,654,9.4792333142,Medio
204570001,Santiago Camotlán,686,9.9604687076,Alto
204570002,Arroyo Macho,183,8.4597749556,Medio
204570003,Asunción Lachixila,567,8.6092987369,Medio
204570005,Cristo Rey la Selva,146,9.0500719034,Medio
204570006,La Chachalaca,295,9.8842133493,Alto
204570008,San Francisco Yovego,827,8.5208028683,Medio
204570009,San Miguel Reaguí,529,7.5675085377,Medio
204570010,San Mateo Éxodo,76,8.5983870863,Medio
204570012,Loma Linda,36,10.7402014418,Alto
204580001,Santiago Comaltepec,763,11.0562101934,Alto
204580002,La Esperanza,135,10.9103691712,Alto
204580003,Soledad Tectitlán,142,10.38618943,Alto
204580004,San Martín Zoyolápam,105,10.8393128503,Alto
204590001,Villa de Santiago Chazumba,2257,11.5508268347,Alto
204590002,Acaquizápam,305,10.8492090469,Alto
204590003,Lunatitlán del Progreso,131,10.0898700895,Alto
204590005,Olleras de Bustamante,233,10.3418602473,Alto
204590006,San José Chichihualtepec,193,10.2187520431,Alto
204590007,San Juan Nochixtlán,251,10.3456428021,Alto
204590008,San Sebastián de la Frontera,252,10.7189532458,Alto
204590009,Santo Domingo Tianguistengo,347,11.3700760142,Alto
204590010,Trinidad Huaxtepec,212,10.894671936,Alto
204590011,Barrio Santa Lucía,101,10.7260424021,Alto
204590013,Barrio Tanchii,88,9.3741303417,Medio
204590014,Río Limón (San Isidro Río Limón),86,10.391777497,Alto
204590015,Rancho Arco,15,7.6770714013,Medio
204590016,Paredones,55,8.7803473511,Medio
204590017,El Higo,137,8.1435900503,Medio
204590019,Sanchico,31,10.3955018301,Alto
204590022,Escalerillas,11,7.9772095649,Medio
204590023,Buenavista,21,9.1449429438,Medio
204590031,Sociedad Gutiérrez (Sociedad Agrícola),18,6.1763060292,Bajo
204590032,San Juan Frontera,55,10.2205814294,Alto
204590039,El Higo [Nueva Sociedad Agrícola],17,8.5056252224,Medio
204590040,Maninaltepec,53,8.3080038265,Medio
204600001,Santiago Choápam,1007,9.7557464657,Alto
204600002,San Juan Maninaltepec,204,8.2711325752,Medio
204600003,San Jacinto Yaveloxi,403,5.3829335918,Bajo
204600004,San Juan del Río,999,9.6999505151,Alto
204600005,San Juan Teotalcingo,1015,7.2966514908,Medio
204600006,Santa María Yahuivé,974,7.3038134055,Medio
204600007,Santo Domingo Latani,457,9.4145535104,Medio
204600008,La Carmelita,63,9.3223349525,Medio
204600023,Arroyo Frijol,37,9.5938014082,Alto
204600025,Arroyo Blanco,63,8.0026881322,Medio
204600026,Arroyo Seco,17,11.0050599149,Alto
204610001,Santiago del Río,320,10.0755471436,Alto
204610002,San Francisco Higos,159,8.1965417711,Medio
204610005,Barrio del Gavilán,12,10.6424596054,Alto
204610006,Barrio Colorado,28,9.049140343,Medio
204620001,Santiago Huajolotitlán,1993,12.0717914649,Alto
204620002,El Espinal,296,11.8002856885,Alto
204620003,Huamúchil,196,11.4856320429,Alto
